StationID,COMID_WSC,COMID_GAGE,COMID_CAMELS,COMID_CLRHNA,COMID
04218518,,72055989.0,,72055989.0,72055989.0
0421950005,,,,72054885.0,72054885.0
04219767,,,,72055861.0,72055861.0
04219900,,,,72056053.0,72056053.0
04219940,,,,72057004.0,72057004.0
04220150,,,,72055744.0,72055744.0
04220250,,72057076.0,,72057076.0,72057076.0
0422026250,,72057160.0,,72057160.0,72057160.0
04220470,,,,72058599.0,72058599.0
04220500,,,,72058524.0,72058524.0
04221000,,,,72058329.0,72058329.0
04221500,,,,72058329.0,72058329.0
04221600,,,,72059200.0,72059200.0
04221720,,,,72058380.0,72058380.0
04221725,,,,72058241.0,72058241.0
04221769,,,,72059282.0,72059282.0
04221820,,,,72058222.0,72058222.0
04222000,,,,72058499.0,72058499.0
04222600,,,,72056376.0,72056376.0
04222900,,,,72056477.0,72056477.0
04223000,,,,72055054.0,72055054.0
04223500,,,,72055053.0,72055053.0
04224000,,,,72055052.0,72055052.0
04224650,,,,72058549.0,72058549.0
04224700,,,,72058105.0,72058105.0
04224740,,,,72058105.0,72058105.0
04224775,,,,72055236.0,72055236.0
04224848,,,,72055338.0,72055338.0
04225000,,,,72055225.0,72055225.0
04225500,,,,72055216.0,72055216.0
04225915,,,,72056105.0,72056105.0
04225950,,,,72056105.0,72056105.0
04226000,,,,72056105.0,72056105.0
04227500,,,,72055051.0,72055051.0
04227980,,,,72056294.0,72056294.0
04227995,,72056294.0,,72056294.0,72056294.0
04228500,,,,72055045.0,72055045.0
04228900,,,,72056450.0,72056450.0
04229500,,,,72055824.0,72055824.0
04230320,,,,72056497.0,72056497.0
04230380,,72056244.0,,72056244.0,72056244.0
04230400,,,,72055971.0,72055971.0
04230410,,,,72056674.0,72056674.0
04230423,,,,72055971.0,72055971.0
04230470,,,,72056798.0,72056798.0
04230500,,72055642.0,,72055642.0,72055642.0
04230650,,,,72055043.0,72055043.0
04231000,,72055801.0,,72055801.0,72055801.0
04231500,,,,72055041.0,72055041.0
04231600,,,,72055041.0,72055041.0
04232000,,,,72055041.0,72055041.0
04232034,,72056156.0,,72056156.0,72056156.0
04232040,,,,72056156.0,72056156.0
04232042,,,,72056156.0,72056156.0
04232047,,,,72056156.0,72056156.0
04232050,,72056947.0,,72056947.0,72056947.0
0423205010,,72055846.0,,72055846.0,72055846.0
0423205023,,,,72055846.0,72055846.0
04232100,,72057027.0,,72057027.0,72057027.0
04232200,,,,72059236.0,72059236.0
04232406,,,,72059389.0,72059389.0
04232460,,,,72058094.0,72058094.0
04232482,,,,72055238.0,72055238.0
04232630,,,,72056639.0,72056639.0
04232730,,,,72055170.0,72055170.0
04233000,,,,72058582.0,72058582.0
04233255,,,,72058507.0,72058507.0
04233286,,,,72059388.0,72059388.0
04233300,,,,72059388.0,72059388.0
04233310,,,,72059388.0,72059388.0
04233648,,,,72056479.0,72056479.0
0423368620,,,,72055329.0,72055329.0
04233700,,,,72055329.0,72055329.0
04234000,,,,72057916.0,72057916.0
04234018,,,,72055962.0,72055962.0
0423401815,,72055962.0,,72055962.0,72055962.0
04234200,,,,72055896.0,72055896.0
04234232,,,,72056782.0,72056782.0
04234250,,,,72055876.0,72055876.0
04234400,,,,72056581.0,72056581.0
04235000,,,,72055727.0,72055727.0
04235150,,,,72056418.0,72056418.0
04235250,,,,72056418.0,72056418.0
04235271,,,,72055483.0,72055483.0
04235299,,,,72056085.0,72056085.0
04235300,,,,72055978.0,72055978.0
04235440,,,,72055764.0,72055764.0
04235500,,72055764.0,,72055764.0,72055764.0
04235600,,,,72055102.0,72055102.0
04236000,,,,72056585.0,72056585.0
04236500,,,,72056585.0,72056585.0
04237411,,,,72055094.0,72055094.0
04237500,,,,72055094.0,72055094.0
04237575,,,,72055094.0,72055094.0
04237917,,,,72056657.0,72056657.0
04237955,,,,72056657.0,72056657.0
04237962,,,,72056657.0,72056657.0
04237995,,,,72056771.0,72056771.0
04238000,,,,72056771.0,72056771.0
04238550,,,,72056123.0,72056123.0
04239000,,,,72056123.0,72056123.0
04239500,,,,72056123.0,72056123.0
04240010,,,,72056123.0,72056123.0
04240100,,72056873.0,,72056873.0,72056873.0
04240108,,,,72056964.0,72056964.0
0424011445,,,,72056964.0,72056964.0
04240120,,72056964.0,,72056964.0,72056964.0
04240150,,,,72056646.0,72056646.0
0424016975,,,,72056719.0,72056719.0
04240180,,,,72056197.0,72056197.0
04240200,,,,72056039.0,72056039.0
04240253,,,,72056897.0,72056897.0
04240300,,,,72055771.0,72055771.0
04240503,,,,72055741.0,72055741.0
04240942,,,,72055863.0,72055863.0
04241200,,,,72055792.0,72055792.0
04241500,,,,72056009.0,72056009.0
04242500,,,,72055682.0,72055682.0
04243500,,,,72055838.0,72055838.0
04244000,,,,72056324.0,72056324.0
04244500,,,,72056324.0,72056324.0
04245000,,,,72055912.0,72055912.0
04245200,,,,72056687.0,72056687.0
04245840,,,,72057192.0,72057192.0
04247000,,,,72055441.0,72055441.0
04247055,,,,72055086.0,72055086.0
04249000,,,,72055079.0,72055079.0
04249050,,,,72057283.0,72057283.0
042490673,,,,72057395.0,72057395.0
04249080,,,,72057399.0,72057399.0
04249200,,,,72055880.0,72055880.0
04250200,,72055644.0,,72055644.0,72055644.0
0425040001,,,,72056326.0,72056326.0
04250750,,72055348.0,,72055348.0,72055348.0
04250830,,,,72056022.0,72056022.0
04252500,,,,72055669.0,72055669.0
04253000,,,,72057487.0,72057487.0
04253002,,,,72057487.0,72057487.0
04253500,,72055241.0,,72055241.0,72055241.0
04254000,,,,72055214.0,72055214.0
04254500,,,,72055184.0,72055184.0
04255000,,,,72055985.0,72055985.0
04255001,,,,72055985.0,72055985.0
04255020,,,,72056190.0,72056190.0
04255500,,,,72055352.0,72055352.0
04256000,,72055352.0,72055352.0,72055352.0,72055352.0
04256500,,,,72051867.0,72051867.0
04257000,,72051867.0,,72051867.0,72051867.0
04257500,,,,72051758.0,72051758.0
04258000,,72051652.0,,72051652.0,72051652.0
04258022,,,,72051138.0,72051138.0
04258500,,,,72051356.0,72051356.0
04258700,,,,72051356.0,72051356.0
04259500,,,,72051122.0,72051122.0
04260500,,,,72051122.0,72051122.0
0426088805,,,,72053218.0,72053218.0
0426088995&0426090005,,,,72052749.0,72052749.0
0426089005,,,,72052749.0,72052749.0
04260909,,,,72052477.0,72052477.0
04260910,,,,72052477.0,72052477.0
0426092005,,,,72053402.0,72053402.0
0426093005,,,,72053402.0,72053402.0
0426094505,,,,72053402.0,72053402.0
0426097005,,,,72053468.0,72053468.0
04260990,,,,72052724.0,72052724.0
04261000,,72051894.0,,72052724.0,72051894.0
04261000,,72051894.0,,72052724.0,72051894.0
04261500,,,,72052724.0,72052724.0
04261500,,,,72052724.0,72052724.0
0426160005,,,,72052724.0,72052724.0
0426170005,,,,72053357.0,72053357.0
04261900,,,,72051894.0,72051894.0
0426195005,,,,72051894.0,72051894.0
04261975,,,,72051894.0,72051894.0
0426198205,,,,72053531.0,72053531.0
04262000,,72051735.0,,72051735.0,72051735.0
04262001&04262000,,,,72051742.0,72051742.0
0426205005,,,,72051735.0,72051735.0
0426208005,,,,72051735.0,72051735.0
0426210005,,,,72053689.0,72053689.0
04262103,,,,72051651.0,72051651.0
0426224005,,,,72053127.0,72053127.0
04262250,,,,72053127.0,72053127.0
0426225005,,,,72053127.0,72053127.0
0426229505,,,,72053099.0,72053099.0
0426230005,,,,72053099.0,72053099.0
04262320,,,,72053099.0,72053099.0
0426232015,,,,72053201.0,72053201.0
04262390,,,,72053299.0,72053299.0
0426239005,,,,72053299.0,72053299.0
0426239055,,,,72053308.0,72053308.0
0426240005,,,,72051871.0,72051871.0
0426240025,,,,72053389.0,72053389.0
0426240045,,,,72053501.0,72053501.0
0426240055,,,,72051735.0,72051735.0
0426240065,,,,72053501.0,72053501.0
0426240075,,,,72053404.0,72053404.0
0426240085,,,,72053404.0,72053404.0
0426240095,,,,72052533.0,72052533.0
04262500,,72051767.0,,72051767.0,72051767.0
04262500,,72051767.0,,72051767.0,72051767.0
0426250015,,,,72051767.0,72051767.0
0426250055,,,,72053501.0,72053501.0
0426250505,,,,72051767.0,72051767.0
0426250555,,,,72051604.0,72051604.0
0426250605,,,,72051604.0,72051604.0
04262630,,,,72051604.0,72051604.0
0426263305,,,,72053561.0,72053561.0
0426263805,,,,72053561.0,72053561.0
0426263905,,,,72052336.0,72052336.0
04262650,,,,72051577.0,72051577.0
0426266000,,,,72051577.0,72051577.0
0426267105,,,,72051577.0,72051577.0
04262680,,,,72051577.0,72051577.0
04262700,,,,72051577.0,72051577.0
0426271695,,,,72053579.0,72053579.0
0426271895,,,,72051546.0,72051546.0
0426271963,,,,72051546.0,72051546.0
0426272105,,,,72053788.0,72053788.0
0426272115,,,,72052559.0,72052559.0
0426280105,,,,72051546.0,72051546.0
0426284105,,,,72051508.0,72051508.0
0426284505,,,,72051508.0,72051508.0
0426284705,,,,72051508.0,72051508.0
04262849,,,,72051508.0,72051508.0
0426284905,,,,72051508.0,72051508.0
0426285505,,,,72052768.0,72052768.0
0426287505,,,,72052768.0,72052768.0
0426289005,,,,72052768.0,72052768.0
0426294005,,,,72053977.0,72053977.0
0426299005,,,,72051501.0,72051501.0
04263000,,72051498.0,,72051498.0,72051498.0
04263000,,72051498.0,,72051498.0,72051498.0
0426304805,,,,72054271.0,72054271.0
04263050,,,,72051494.0,72051494.0
0426305203,,,,72051494.0,72051494.0
0426305255,,,,72053144.0,72053144.0
0426305505,,,,72053144.0,72053144.0
0426309005,,,,72053268.0,72053268.0
04263100,,,,72052399.0,72052399.0
0426310305,,,,72053387.0,72053387.0
0426310805,,,,72053387.0,72053387.0
0426311303,,,,72053387.0,72053387.0
0426312305,,,,72053387.0,72053387.0
0426316305,,,,72051939.0,72051939.0
04263185,,,,72051939.0,72051939.0
04263186,,,,72051939.0,72051939.0
04263190,,,,72051939.0,72051939.0
0426319203,,,,72053247.0,72053247.0
0426319675,,,,72053206.0,72053206.0
0426319805,,,,72053206.0,72053206.0
04263199,,,,72053206.0,72053206.0
04263200,,,,72053206.0,72053206.0
0426320005,,,,72053206.0,72053206.0
0426320103,,,,72051698.0,72051698.0
04263210,,,,72051698.0,72051698.0
04263215,,,,72051698.0,72051698.0
0426321505,,,,72051698.0,72051698.0
04263216,,,,72051698.0,72051698.0
04263220,,,,72053295.0,72053295.0
04263225,,,,72053300.0,72053300.0
0426322605,,,,72053300.0,72053300.0
0426322705,,,,72052668.0,72052668.0
04263231,,,,72051664.0,72051664.0
04263232,,,,72051664.0,72051664.0
04263235,,,,72051664.0,72051664.0
0426324605,,,,72053481.0,72053481.0
04263250,,,,72053481.0,72053481.0
04263270,,,,72053481.0,72053481.0
0426327005,,,,72053481.0,72053481.0
04263290,,,,72051627.0,72051627.0
04263291,,,,72051627.0,72051627.0
04263350,,,,72051611.0,72051611.0
0426335505,,,,72051562.0,72051562.0
0426336005,,,,72053827.0,72053827.0
04263370,,,,72053692.0,72053692.0
0426337005,,,,72053692.0,72053692.0
0426337055,,,,72053644.0,72053644.0
04263400,,,,72052505.0,72052505.0
0426340005,,,,72052505.0,72052505.0
04263440,,,,72054019.0,72054019.0
0426344515,,,,72053859.0,72053859.0
0426344525,,,,72052256.0,72052256.0
04263475,,,,72051545.0,72051545.0
0426347505,,,,72051545.0,72051545.0
04263500,,,,72051492.0,72051492.0
04263500,,,,72051492.0,72051492.0
0426350003,,,,72051492.0,72051492.0
0426395505,,,,72054278.0,72054278.0
04263990,,,,72051489.0,72051489.0
04263995,,,,72051489.0,72051489.0
04264100,,,,72054425.0,72054425.0
04264200,,,,72054508.0,72054508.0
04264300,,,,72054369.0,72054369.0
04264300,,,,72054369.0,72054369.0
0426433805,,,,72053454.0,72053454.0
04264340,,,,72053454.0,72053454.0
0426434605,,,,72053664.0,72053664.0
0426434705,,,,72053664.0,72053664.0
0426434805,,,,72052213.0,72052213.0
04264350,,,,72052213.0,72052213.0
0426436005,,,,72052213.0,72052213.0
04264365,,,,72052213.0,72052213.0
0426436605,,,,72052213.0,72052213.0
0426436805,,,,72053711.0,72053711.0
0426437105,,,,72053711.0,72053711.0
0426437505,,,,72053767.0,72053767.0
0426437605,,,,72052714.0,72052714.0
0426437608,,,,72052714.0,72052714.0
0426438005,,,,72052714.0,72052714.0
0426438505,,,,72052714.0,72052714.0
0426439005,,,,72052714.0,72052714.0
04264400,,,,72052714.0,72052714.0
04264400,,,,72052714.0,72052714.0
0426440005,,,,72052714.0,72052714.0
0426440203,,,,72051712.0,72051712.0
04264500,,,,72052474.0,72052474.0
04264500,,,,72052474.0,72052474.0
0426460005,,,,72052474.0,72052474.0
04264700,,,,72052474.0,72052474.0
04264700,,,,72052474.0,72052474.0
0426475005,,,,72052474.0,72052474.0
0426475505,,,,72052474.0,72052474.0
04264765,,,,72053705.0,72053705.0
0426477505,,,,72053705.0,72053705.0
04264780,,,,72053705.0,72053705.0
04264800,,,,72053705.0,72053705.0
0426480005,,,,72051695.0,72051695.0
04264900,,,,72051695.0,72051695.0
04265000,,72051695.0,,72051695.0,72051695.0
04265000,,72051695.0,,72051695.0,72051695.0
0426500305,,,,72053769.0,72053769.0
0426500705,,,,72053769.0,72053769.0
04265100,,,,72053769.0,72053769.0
04265100,,,,72053769.0,72053769.0
0426510105,,,,72052266.0,72052266.0
0426519005,,,,72053809.0,72053809.0
04265200,,,,72053809.0,72053809.0
04265200,,,,72053809.0,72053809.0
0426520105,,,,72053809.0,72053809.0
0426520305,,,,72051629.0,72051629.0
0426520803,,,,72051629.0,72051629.0
0426526505,,,,72054014.0,72054014.0
0426527505,,,,72054014.0,72054014.0
0426527508,,,,72054014.0,72054014.0
04265300,,,,72054014.0,72054014.0
04265300,,,,72054014.0,72054014.0
0426537005,,,,72054089.0,72054089.0
04265400,,,,72054089.0,72054089.0
04265400,,,,72054089.0,72054089.0
0426540055,,,,72054137.0,72054137.0
0426540105,,,,72052503.0,72052503.0
04265405,,,,72054183.0,72054183.0
0426540605,,,,72054183.0,72054183.0
0426540805,,,,72052197.0,72052197.0
04265420,,,,72051608.0,72051608.0
0426542105,,,,72054283.0,72054283.0
0426542305,,,,72054332.0,72054332.0
04265425,,,,72051211.0,72051211.0
04265430,,,,72051211.0,72051211.0
04265432,,72051211.0,,72051211.0,72051211.0
04265432,,72051211.0,,72051211.0,72051211.0
04265437,,,,72051211.0,72051211.0
04265440,,,,72051211.0,72051211.0
0426545255,,,,72051211.0,72051211.0
0426545290,,,,72052816.0,72052816.0
0426545290,,,,72052816.0,72052816.0
0426545291,,,,72052816.0,72052816.0
0426545295,,,,72052816.0,72052816.0
0426545295,,,,72052816.0,72052816.0
0426545296,,,,72052816.0,72052816.0
04265453,,,,72052816.0,72052816.0
0426545315,,,,72052816.0,72052816.0
0426545355,,,,72052816.0,72052816.0
0426545445,,,,72052930.0,72052930.0
0426545475,,,,72052930.0,72052930.0
04265455,,,,72052930.0,72052930.0
0426545505,,,,72052930.0,72052930.0
0426545545,,,,72052930.0,72052930.0
0426545595,,,,72052894.0,72052894.0
0426545603,,,,72052133.0,72052133.0
0426545685,,,,72052964.0,72052964.0
04265460,,,,72051986.0,72051986.0
04265465,,,,72051986.0,72051986.0
0426546555,,,,72052997.0,72052997.0
0426546575,,,,72052997.0,72052997.0
04265475,,,,72052997.0,72052997.0
0426547505,,,,72052997.0,72052997.0
04265480,,,,72051862.0,72051862.0
04265486,,,,72052799.0,72052799.0
0426548605,,,,72052799.0,72052799.0
0426549005,,,,72051808.0,72051808.0
0426549103,,,,72051808.0,72051808.0
0426549215,,,,72053381.0,72053381.0
0426549255,,,,72052783.0,72052783.0
0426549315,,,,72053265.0,72053265.0
0426549355,,,,72053265.0,72053265.0
04265495,,,,72052313.0,72052313.0
0426549515,,,,72052313.0,72052313.0
0426549545,,,,72053354.0,72053354.0
0426549585,,,,72052163.0,72052163.0
0426549705,,,,72053340.0,72053340.0
04265500,,,,72051708.0,72051708.0
0426551105,,,,72053479.0,72053479.0
0426551205,,,,72053479.0,72053479.0
0426551605,,,,72053479.0,72053479.0
0426561003,,,,72051638.0,72051638.0
0426571105,,,,72053261.0,72053261.0
0426571705,,,,72053261.0,72053261.0
04265900,,,,72052360.0,72052360.0
0426590705,,,,72052360.0,72052360.0
04265950,,,,72053344.0,72053344.0
04266000,,,,72052145.0,72052145.0
0426605105,,,,72053374.0,72053374.0
0426607505,,,,72053413.0,72053413.0
04266385,,,,72051591.0,72051591.0
0426638505,,,,72053560.0,72053560.0
04266400&0426611003,,,,72051576.0,72051576.0
04266500,,,,72051591.0,72051591.0
04266500,,,,72051591.0,72051591.0
0426652505,,,,72053510.0,72053510.0
0426653505,,,,72053590.0,72053590.0
0426654505,,,,72051571.0,72051571.0
0426663005,,,,72053708.0,72053708.0
0426664005,,,,72053771.0,72053771.0
0426666005,,,,72052600.0,72052600.0
0426666505,,,,72053828.0,72053828.0
04266700,,,,72051528.0,72051528.0
04266800,,,,72051536.0,72051536.0
0426682505,,,,72053931.0,72053931.0
04266850,,,,72053931.0,72053931.0
0426686005,,,,72051522.0,72051522.0
0426688005,,,,72054057.0,72054057.0
04266900,,,,72051522.0,72051522.0
0426699003,,,,72051522.0,72051522.0
0426699905,,,,72051522.0,72051522.0
0426737503,,,,72051522.0,72051522.0
04267500,,,,72051522.0,72051522.0
04267500,,,,72051522.0,72051522.0
04267600,,,,72053944.0,72053944.0
04267600,,,,72053944.0,72053944.0
0426760005,,,,72053944.0,72053944.0
0426761005,,,,72051507.0,72051507.0
0426762003,,,,72051507.0,72051507.0
0426763003,,,,72051507.0,72051507.0
0426764005,,,,72051507.0,72051507.0
0426766003&0426779203,,,,72051496.0,72051496.0
0426767005,,,,72051507.0,72051507.0
0426768005,,,,72051507.0,72051507.0
04267700,,,,72054236.0,72054236.0
04267700,,,,72054236.0,72054236.0
0426770005,,,,72054236.0,72054236.0
04267720,,,,72051496.0,72051496.0
04267750,,,,72051496.0,72051496.0
04267790,,,,72051496.0,72051496.0
04267795,,,,72051496.0,72051496.0
0426779703,,,,72051487.0,72051487.0
0426779805,,,,72054220.0,72054220.0
0426779905,,,,72054220.0,72054220.0
04267800,,,,72052420.0,72052420.0
04267800,,,,72052420.0,72052420.0
0426790005,,,,72052420.0,72052420.0
04268000,,,,72051487.0,72051487.0
04268000,,,,72051487.0,72051487.0
0426810005,,,,72054530.0,72054530.0
04268200,,,,72054390.0,72054390.0
04268200,,,,72054390.0,72054390.0
0426820005,,,,72054390.0,72054390.0
0426821005,,,,72054530.0,72054530.0
04268230,,,,72051482.0,72051482.0
04268230,,,,72051482.0,72051482.0
0426828505,,,,72054693.0,72054693.0
04268300,,,,72052501.0,72052501.0
0426830005,,,,72052501.0,72052501.0
04268320,,,,72051479.0,72051479.0
0426834005,,,,72046450.0,72046450.0
04268390,,,,72053864.0,72053864.0
04268390,,,,72053864.0,72053864.0
04268400,,,,72053864.0,72053864.0
0426850905,,,,72054034.0,72054034.0
04268510,,,,72052078.0,72052078.0
0426857505,,,,72054050.0,72054050.0
0426859505,,,,72052679.0,72052679.0
04268600,,,,72052679.0,72052679.0
04268600,,,,72052679.0,72052679.0
0426860000,,,,72052679.0,72052679.0
0426869505,,,,72052679.0,72052679.0
04268700,,,,72051834.0,72051834.0
04268700,,,,72051834.0,72051834.0
0426870805,,,,72054160.0,72054160.0
04268710,,,,72054160.0,72054160.0
0426871105,,,,72054160.0,72054160.0
0426871403,,,,72051677.0,72051677.0
04268720,,,,72054277.0,72054277.0
04268720,,,,72054277.0,72054277.0
0426872105,,,,72054277.0,72054277.0
04268730,,,,72051677.0,72051677.0
04268745,,,,72053814.0,72053814.0
0426874805,,,,72053784.0,72053784.0
0426876105,,,,72054017.0,72054017.0
0426877505,,,,72052531.0,72052531.0
0426879505,,,,72052015.0,72052015.0
04268800,,72051876.0,,72051876.0,72051876.0
0426880000,,,,72051876.0,72051876.0
0426880503,,,,72051876.0,72051876.0
0426881105,,,,72054215.0,72054215.0
0426881303,,,,72051747.0,72051747.0
04268900,,,,72054303.0,72054303.0
04268900,,,,72054303.0,72054303.0
0426890105,,,,72051631.0,72051631.0
0426896505,,,,72051631.0,72051631.0
04269000,,72051615.0,,72051615.0,72051615.0
04269000,,72051615.0,,72051615.0,72051615.0
04269010,,,,72051615.0,72051615.0
04269022,,,,72054200.0,72054200.0
04269025,,,,72054200.0,72054200.0
04269040,,,,72054200.0,72054200.0
04269043,,,,72054200.0,72054200.0
04269043,,,,72054200.0,72054200.0
04269050,,,,72054444.0,72054444.0
04269050,,,,72054444.0,72054444.0
0426905105,,,,72052598.0,72052598.0
0426906505,,,,72052598.0,72052598.0
0426908505,,,,72054490.0,72054490.0
0426908705,,,,72054490.0,72054490.0
04269100,,,,72054490.0,72054490.0
04269100,,,,72054490.0,72054490.0
0426920505,,,,72054490.0,72054490.0
04269500,,,,72054762.0,72054762.0
04269500,,,,72051737.0,72051737.0
0426950105,,,,72051737.0,72051737.0
04269505,,,,72046757.0,72046757.0
0426950803,,,,72046757.0,72046757.0
0426980005,,,,72054258.0,72054258.0
04269818,,,,72054378.0,72054378.0
0426982105,,,,72054378.0,72054378.0
04269825,,,,72052621.0,72052621.0
0426983505,,,,72054388.0,72054388.0
0426984105,,,,72054188.0,72054188.0
04269850,,,,72052779.0,72052779.0
0426985305,,,,72052779.0,72052779.0
04269860,,,,72054286.0,72054286.0
0426988305,,,,72054286.0,72054286.0
0426988505,,,,72054286.0,72054286.0
04270000,,72052280.0,,72052280.0,72052280.0
04270000,,72052280.0,,72052280.0,72052280.0
0427001005,,,,72052280.0,72052280.0
04270015,,,,72052280.0,72052280.0
04270025,,,,72054486.0,72054486.0
0427002805,,,,72054486.0,72054486.0
04270030,,,,72051973.0,72051973.0
04270030,,,,72051973.0,72051973.0
04270040,,,,72051973.0,72051973.0
04270050,,,,72051973.0,72051973.0
0427006105,,,,72054738.0,72054738.0
04270100,,,,72054625.0,72054625.0
04270100,,,,72054625.0,72054625.0
0427010105,,,,72054625.0,72054625.0
0427014805,,,,72054656.0,72054656.0
04270150,,,,72054656.0,72054656.0
04270150,,,,72054656.0,72054656.0
0427015105,,,,72046796.0,72046796.0
0427015205,,,,72051760.0,72051760.0
04270155,,,,72051760.0,72051760.0
0427015503,,,,72051760.0,72051760.0
04270160,,,,72054422.0,72054422.0
04270162,,,,72054536.0,72054536.0
0427016255,,,,72054536.0,72054536.0
0427016385,,,,72052566.0,72052566.0
04270165,,,,72052566.0,72052566.0
0427016805,,,,72054553.0,72054553.0
04270180,,,,72054553.0,72054553.0
04270180,,,,72054553.0,72054553.0
0427018505,,,,72054553.0,72054553.0
04270200,,72052068.0,,72052068.0,72052068.0
04270200,,72052068.0,,72052068.0,72052068.0
0427020205,,,,72052068.0,72052068.0
0427020303,,,,72046759.0,72046759.0
04270500,,,,72052507.0,72052507.0
04270500,,,,72052507.0,72052507.0
0427050491,,,,72054740.0,72054740.0
04270510,,72051923.0,,72051923.0,72051923.0
04270510,,72051923.0,,72051923.0,72051923.0
04270600,,,,72054578.0,72054578.0
04270700,,,,72046766.0,72046766.0
04270700,,,,72046766.0,72046766.0
04270800,,,,72046770.0,72046770.0
04270800,,,,72046770.0,72046770.0
0427089705,,,,72054403.0,72054403.0
04270900,,,,72054403.0,72054403.0
0427091605,,,,72054498.0,72054498.0
0427092205,,,,72054557.0,72054557.0
04270925,,,,72052211.0,72052211.0
04270926,,,,72052211.0,72052211.0
0427094005,,,,72052211.0,72052211.0
0427094503,,,,72052154.0,72052154.0
04270965,,,,72052476.0,72052476.0
0427097005,,,,72054720.0,72054720.0
04270972,,,,72052368.0,72052368.0
0427097805,,,,72054632.0,72054632.0
04270980,,,,72054632.0,72054632.0
0427098005,,,,72052368.0,72052368.0
0427099005,,,,72052154.0,72052154.0
0427099505,,,,72051977.0,72051977.0
0427099508,,,,72051977.0,72051977.0
04270998,,,,72051977.0,72051977.0
04271000,,,,72051977.0,72051977.0
0427110005,,,,72054761.0,72054761.0
0427120005,,,,72051977.0,72051977.0
0427130005,,,,72051210.0,72051210.0
04271500,,72051210.0,,72051210.0,72051210.0
04271500,,72051210.0,,72051210.0,72051210.0
0427152005,,,,72051210.0,72051210.0
04271530,,,,72051210.0,72051210.0
04271550,,,,72051194.0,72051194.0
04271555,,,,72054696.0,72054696.0
0427156005,,,,72054696.0,72054696.0
0427157005,,,,72051194.0,72051194.0
0427160005,,,,72054600.0,72054600.0
0427162008,,,,72054600.0,72054600.0
04271759,,,,72054505.0,72054505.0
04271760,,,,72054505.0,72054505.0
0427176205,,,,72054439.0,72054439.0
04271800,,,,72052596.0,72052596.0
0427181005,,,,72052596.0,72052596.0
04271812,,,,72052596.0,72052596.0
04271815,,72052596.0,,72052596.0,72052596.0
04271815,,72052596.0,,72052596.0,72052596.0
0427181605,,,,72052596.0,72052596.0
0427185005,,,,72054529.0,72054529.0
0427190503,,,,72054439.0,72054439.0
0427193105,,,,72054439.0,72054439.0
0427194005,,,,72054439.0,72054439.0
0427194505,,,,72054439.0,72054439.0
0427198105,,,,72053726.0,72053726.0
0427199505,,,,72053726.0,72053726.0
0427201005,,,,72053726.0,72053726.0
04272090,,,,72053726.0,72053726.0
04272110,,,,72053726.0,72053726.0
0427211505,,,,72053726.0,72053726.0
04272125,,,,72053726.0,72053726.0
04272130,,,,72053726.0,72053726.0
04272170,,,,72053726.0,72053726.0
04272180,,,,72053726.0,72053726.0
04272200,,,,72053745.0,72053745.0
0427221003,,,,72053745.0,72053745.0
0427224508,,,,72053745.0,72053745.0
0427225005,,,,72053745.0,72053745.0
04272300,,,,72052491.0,72052491.0
0427236005,,,,72052491.0,72052491.0
04272380,,,,72052491.0,72052491.0
0427242005,,,,72053691.0,72053691.0
0427243505,,,,72053691.0,72053691.0
04272450,,,,72052016.0,72052016.0
0427246005,,,,72053573.0,72053573.0
0427247005,,,,72051956.0,72051956.0
04272500,,,,72051956.0,72051956.0
0427250405,,,,72053646.0,72053646.0
0427250755,,,,72053646.0,72053646.0
04272508,,,,72051915.0,72051915.0
0427251005,,,,72051915.0,72051915.0
04272512,,,,72051915.0,72051915.0
04272515,,,,72051915.0,72051915.0
0427251805,,,,72051778.0,72051778.0
0427252005,,,,72051915.0,72051915.0
0427252303,,,,72051791.0,72051791.0
0427253705,,,,72053777.0,72053777.0
0427255003,,,,72053777.0,72053777.0
0427257105,,,,72053777.0,72053777.0
0427257205,,,,72054024.0,72054024.0
0427257305,,,,72052244.0,72052244.0
0427258005,,,,72052244.0,72052244.0
04272600,,,,72052244.0,72052244.0
0427260105,,,,72052244.0,72052244.0
0427260108,,,,72051791.0,72051791.0
04272610,,,,72053863.0,72053863.0
0427261005,,,,72053863.0,72053863.0
0427261705,,,,72051778.0,72051778.0
04272618,,,,72051778.0,72051778.0
0427262105,,,,72053889.0,72053889.0
04272625,,,,72051702.0,72051702.0
04272630,,,,72051702.0,72051702.0
0427263205,,,,72051702.0,72051702.0
0427263703,,,,72051702.0,72051702.0
04272640,,,,72054024.0,72054024.0
04272642,,,,72054024.0,72054024.0
04272645,,,,72054070.0,72054070.0
0427265205,,,,72054070.0,72054070.0
04272654,,,,72054070.0,72054070.0
04272656,,,,72054070.0,72054070.0
04272660,,,,72054070.0,72054070.0
04272665,,,,72054070.0,72054070.0
0427266905,,,,72054070.0,72054070.0
0427267505,,,,72054070.0,72054070.0
0427267805,,,,72054005.0,72054005.0
0427268005,,,,72054005.0,72054005.0
04272685,,,,72054070.0,72054070.0
0427269505,,,,72054209.0,72054209.0
0427269805,,,,72052226.0,72052226.0
04272700,,,,72052226.0,72052226.0
0427270505,,,,72052226.0,72052226.0
0427270508,,,,72051630.0,72051630.0
0427271205,,,,72051971.0,72051971.0
04272715,,,,72051630.0,72051630.0
